speed;service;flavour;review
10;10;9;Fiyata göre gayet iyi lezzet, hızlı servis kuryeniz süleyman bey çok nazik.
9;9;9;Ellerinize sağlık.
10;10;8;Süleyman bey mükemmel bir insansınız.
1;10;10;Tam 1 saatte geldi.
8;9;5;Sipariş hızında sorun yoktu ama lezzet, hamur ve pizza içeriği çok vasattı,.
1;1;1;Kötü.
10;10;10;Sevdik burayı ya.
1;1;1;İstedğimiz hiç bişey doğru helmedi.
10;10;10;Patatesli sigara böreği süperdi ellerinize sağlık teşekkürler.
10;10;10;Çok hızlı sıcak geldi çok lezzetli ürünleri var abonesi olurum kesin.
1;1;1;Rezalet.
10;10;10;Harika çok özenli ve iyi paketlenmişti. Hediyeniz için de ayrıca teşekkür ederim.
1;4;4;Berbat.
10;10;10;Çay koydum daha su kaynamadan siparişim geldi işinizi bu kadar iyi yapmanız çok iyi.
10;10;10;Teşekkür ederim her şey çok güzeldi.
10;10;10;Harika bir servis! Tesekkurler.
10;10;10;Çok lezzetliydi.
10;10;10;Tatlı ikramınız ve yemeğiniz çok güzeldi teşekkür ederim.
10;10;10;Gözümü kırpmadan sipariş verdiğim tek işletme olabilirsiniz her ürününüzle 1 numarasınız.
10;10;10;Her defasında övecek birşey bulmaya calısıyorum, servisleri kücük ikramları onların lezzetleri bile harika. En sevdigim kahvaltıcım olarak kalıcaksınız her zaman.
10;10;9;Beklediğimden daha hızlı geldi ayrıca yiyecekler de son derece lezzetli ve tazeydi. Yanındaki ikram da çok tatlıydı, teşekkürler.
10;10;10;Vegan gozleme cok lezzetti.
1;1;1;Sabah kahvaltı siparişi verdim, yemek öğle yemeği saati geldi..
10;10;10;Şefinizin eline sağlık börekler sıcaktı ve lezzetliydi aynen böyle devam edin.
8;9;8;Lezzetli yemekler kibar işletme.
10;10;10;Ellerinize sağlık çok güzeldi ikramınız çok sempatikti kalpli kurabiye müthiş.
10;10;10;Tadı hala damağımda nefisti aboneniz oldum artık ).
9;10;10;4. Levent gibi uzak bölgelere geç gelebiliyor. Ama yine de ürünler sıcak ve kaliteliydi. Kalp şeklindeki kurabiyeler de bizi mutlu etti. Memnun kaldık. Normalleşme sonrası meknı da ziyaret etmek isterim...
10;10;10;Mükemmel hem hız olsun hem lezzet olsun müthişsiniz teşekkürler.
10;10;10;Kısa sürede geldi hepsi çok lezzetli. Teşekkürler.
10;10;10;Elleriniz dert görmesin ben böyle bi tokluk yaşamadım.
10;10;10;Süper.
10;10;10;Teşekkürler muhtesem bi kahvaltıydı tavsiye ederim.
10;10;10;Pancakeler nefissss elinize sağlık.
10;10;10;İyiydi kurufasülye sütlaç. Kurye efendi teşekkürler.
8;9;9;Haşlama cok iyidi ellerinize sağlık.
10;5;5;Mercimek çorbası kıvamsız ve rengi mat ama sıcaktı, fasulye orta şekerpirinç pilavı ev piavı tadı var lokanta veya restorant lezzetini bulamadım daha iyisini yapmanızı temenli ederim teşekkürler..
7;8;9;Kurye eksikliğinden sipariş geç geldi fakat kuru baya lezzetli ve doyurucuydu getiren kurye arkadaşada teşekkürler kibar ve durumu açıkladı.
10;10;10;Daha ne olsun on numara ve midemize hiç dokunmadı.
9;9;10;Kuru fasulye süper teşekkürler.
8;8;8;Good.
8;8;8;Yanliz et soteniz cok cok tuzluydu bu konuya dikkat etmelisiniz.
9;9;10;Süper teşekkür ederim.
9;8;9;Kuru fasulyesi çok iyi ama az.
9;9;10;Kuru fasulye çok güzel tavsiye ederim.
10;10;10;Mükemmel ötesi.
9;9;9;Teşekkür ederiz.
2;2;2;Köfte söyledik ekmek arası soğanı bol çoban salata göndermişsiniz, ayrıca ekmeği tostmakinasıyla bir tanıştırsanız sıcaklık ne demek öğrensin. Kötüydü verilen paraya yazık.
9;1;6;Et sote istedik tamam çorba kasesine koydunuz onu anladık servis okadar zayıf ki pandemi dönemi tüm servis malzemeleri kaşık vs. Hepsi açık paketli değil. Sotenin yanında bir ekmek göndermemişsiniz kola için pipet yok baştan savma. Lezzet de ortalama fiyatları uygun ama bir daha sipariş zor.
1;1;1;Ekmeğin içi domates ve sogan doluydu. Kofteler gorunmuyordu. Allahin gucune gitmesin yiyemedik. Kofteler de lezzetsiz ve soguktu. Hic mi özen olmaz bu ne saygisizlik. Paramizla rezil olduk ve aç kaldik.
10;10;10;Dehşet derecesinde güzel, 20 dk da seri seri geldi. Çok sıcak geldiği için ağzım yanıyordu 1 puan kırmakda istemem bunun için :).
10;10;10;Pilavı iş yapmaz. Ama yinede dehşet vericiydi.. 10/10/10 pilavdan 0. 1 puan kırmak isterdim ama ne yazik ki 9. 9 puan yok o yüzden 10 :).
10;10;10;Dehşet verici.
10;10;10;Başarılı.
8;10;10;Efsane güzel et sote geldi çorbanız ve pilavınızda harika.
2;8;8;Yaklaşık bir saatten getirdi.
10;10;10;Ben acili sevdigim icin ayrica lezzetliydi ama yanimdakiler aci dediler. Genel olarak doyurucu sicak ve lezzetli elinize saglik.
10;10;10;Kuru fasulye efsaneeeee hakkını verıyolar.
10;10;10;Beğendik teşekkür ederi.
10;10;10;Mükemmeldi.
8;8;9;Kuru fasulye güzeldi teşekkürler.
8;8;6;Mercimek çorbası lezzetli fakat aşırı sulu çayeli kuru fasulyesi güzel ama daha çok barbunyaya benziyorgenel olarak memnun kaldım.
10;7;5;Köfteyi beğenmedim.
10;10;10;Mükemmel mükemmel mükemmel mükemmel mükemmel mükemmel mükemmel mükemmel.
10;10;10;Ellerinize sağlık.
7;1;1;Hayatım boyunca yedigim en rezil baklavaydı. Ayıpdır ya.
10;10;9;Çikolatalı tulumba hariç hepsi şahane.
6;6;3;Notumuz hiç dikkate alınmamış okumayacaksanız neden yazdırıyorsunuz tulumbalar bir gün önceden kalma gibiydi ilk kez çok pişman oldum sipariş verdiğime.
5;4;3;Cevizli baklava söylemiştim taze değildi çok çok kötüydü tavsiye etmem.
1;1;5;İlk siparişimizde yanlışlık oldu telafi ettiler. İkinci siparişimizde ise ticket pos cihazı istememize rağmen pos cihazı getirmemişler üstüne üstlük tavırla karşılaştık. Hız konusunda da malesef çok yavaşlar. Bir daha tercih edeceğimi düşünmüyorum.
10;10;10;Böyle geldi.
10;10;10;Hayatımda hiç deneyimlemediğim şerbetli tatlılar vardı. Ben fena düştüm, ekmek arası bile gider bence :).
10;10;10;Tam bir tulumba tatlısı fanatiği olarak şunu söyleyebilirim ki, istanbulda lezzetli, şekere boğulmamış ve özellikle tazecik tulumba tatlısı bulabileceğiniz yerler malesef çok azdır. Karışık tulumbasını denedik, ve aroma olmayan, taze ve şeker basılmamış olarak geldi. İnşallah hep böyle devam :).
9;9;9;Hizli servis guzel lezzet icin tesekkurler.
3;2;1;Baklava ne şerbetini çekmişti nede yufkası güzeldi bir tatlı keyfim vardı çok pişman oldum..
10;10;9;Şekerpare sipariş vermiştim, ideal ve lezzetliydi.
10;10;10;Tulumbami:)) guzell.
10;10;10;61.
10;10;10;Soğuk baklavanız gerçekten güzel ama fıstığı az geldi sın siparişimde, herhangi bir puan kırmıyorum ama dikkat ederseniz sevinirim.
10;10;10;Harika tatlı.
10;10;10;Notları okuduğunuz ve hızlı getirdiğiniz için teşekkürler.
10;10;10;Bayılıyorum buranın urunlerıne.
10;10;10;Güzeldi.
8;8;8;61.
10;10;10;Zor şartlarda hizmet verdiğiniz için teşekkür ederim.
10;10;10;Baklavalar sahane boyle lezzet gormedım 10 uzerınden 10.
10;10;10;Çok lezzizdi umarım hep böyle devam ederler.
10;10;10;Ben boyle lezzet görmedim fevkalede.
10;10;10;Çok daha yüksek olmalı puanınız. Yediğim en güzel baklavaydı.
9;1;1;Sütlü nuriye ve tulumba tatlısı sipariş etmiştim. Sadece sütlü nuriye geldi. Misafirlerime karşı mahcup oldum. Karlı havaya rağmen binbir zorlukla siparişi getiren kuryenin emeğine yazık. İçeride çalışan paketlemeyi yapan özensiz çalışanlar eksik gelen siparişin sorumlusudur. Uzak durun, pişman eder.
10;10;10;Her zaman beğenerek yiyorum.
10;10;10;İlk defa yumuşak tulumba yedim 1 gün öncesinden kalmış gibi pamdemi puan duşüş olmasın.
9;10;10;Verdiğim sipariş beklediğimden çok farklı geldi. Sunum da lezzetleri kadar çok güzel.
9;10;9;Beklediğimizden büyük ve lezzetli salatalar.
10;10;10;Burger servisinize bayıldım, lezzeti de çok iyi. Herşey sıcak geldi. Teşekkürler emeğinize sağlık.
10;10;10;Köfte cok lezzetliydi kurye cok hızlı ve sıcak getirdi teşekkürler :).
10;10;10;Cok basarili. Hem cok hizlı guzel paketleme hemde cok lezzetli ellerinize sağlık.
10;10;10;Avakodo salatası çok zengindi. Doner story special burgeri ilk defa yedim ve içerik olarak zengindi. Coleslaw salatanın yanında olması burgere ayrı bir lezzet şöleni vermiş. Gercekten yemek yerken keyf aldım. Tesekkur ediyorum. Lutfen böyle devam edin..
5;6;4;1. 5 saate yakın sürede geldi patatesler kayış gibi olmuştu soğuk tatsız tuzsuz bişey yedim hamburger de hamburger değil köfte ekmekti. Birdaha tercih etmem büyük ihtimal.
10;10;10;Gayet başarılı.
10;10;10;Çok beğendim. Böyle devam edin.
10;9;9;Ellerinize sağlık. Lezzet ve servisiniz çok iyi.
9;9;10;İlk deneyimimizdi hız ve lezzet gayet başarılı teşekkür ederiz.
3;3;3;Beğenmedim.
8;6;10;Cok iyi sıcak geldi.
10;10;10;Harika bayıldım sadece porsiyonlarınız çok küçük biraz daha büyük olabilirdi.
10;10;10;Hizli ve lezzetli.
8;8;8;Tsk...
10;10;10;Guzel ve lezzetli ama harbiden porsiyon kucuk.
10;10;10;Çok güzel di ama çok azdı doyurmadi.
10;10;10;Hiç rahatsız etmiyor kaliteli.
10;9;9;Lezzet servis güzeldi. Siparişim 10 dakikada geldi bravo.
1;1;1;Eksik sipariş para ya göre az malzeme bu nedir yyaa.
10;10;10;Notuma dikkat edilmişti, hızlı ve güzeldi. Teşekkür ederim.
10;10;10;Hizli sicak ve lezzetli.
10;10;10;Pilav ve kuru çok iyiydi herşey olması gerektiği gibiydi.
8;8;10;Lezzet gayet iyi tavsiye ederiz.
10;10;10;Hızlı geldi.
10;10;10;Ellerinize sağlık hızlı ve lezzetli.
8;1;7;Ayranım nerde? Ayranı göndermneişiniz.
10;10;10;Güzel biraz hızlı gelirse daha iyi olur.
5;7;9;Pilav lezzetliydi fakat eksik olarak tursu gelmedi ve hiz olarak da 40 dk. Yakin surdu bunlar biraz duzeltilmeli.
7;1;1;Kaşık ıslak mendil telefon numara numarası hiç bir şey yoktu gelen yemekte nasıl yiyicem onu ben dükkanda nasık paket hazırlıyorsanız artık umarım başkasına da yapmazsınız aynı hatayı.
10;10;10;Sicak ve lezzetli.
10;10;10;Kaşıklanır.
7;7;3;Soğuk geldi ve aşırı yağlıydı.
10;9;10;Hız lezzet güzel porsiyonlar biraz daha fazla olursa daha iyi olur.
10;10;10;Lezzet mukemmel cok hızlı geldi.
10;10;10;Güzel yemek hızlı ve sıcak tavsiye ederim.
10;10;10;Harika.
6;4;4;Hayatımda yediğim en kötü kunefeydi bence eve künefe servisi yapmasaniz daha iyi.
10;10;10;Emeğinize sağlık.
10;10;10;Semtte böyle bir işletme oldugu için şanslıyız hersey çok güzeldi ellerinize sağlık.
10;10;10;Hersey harikaydı çok lezzetliydi ellerinize sağlık.
10;10;10;Elinize sağlık çok güzel olmuştu ilk defa böyle bir lahmacun yedim.
6;1;1;Eksik getirdiler. Yanlış getirdiler. Bayat getirdiler.
9;8;10;Lezzetli bir tost. Tek diyeceğim tost ile turşu biber ve zeytini aynı yere koyunca az yumuşatmış değen tarafı. Onları minik bir poşete koyup tostun yanına koyarsanız çok iyi olur. Servis ondan 8.
1;1;1;Yanlış sipariş, bayat ekmek, çürük yeşillik, lezzetsiz hamburger köftesi...
10;10;10;Malzemeler kaliteli çok lezzetli, paketleme çok başarılı. İlk defa söyledim abone olurum büyük ihtimal.
10;10;10;Eline sağlık ustam misafirhaneden selamlar.
10;10;10;Hersey cok guzeldi ilgi alakanizdan ötürü ayrica tesekkur ederim iyi calismalar diliyorum :).
10;10;10;Elinize saglik guzeldi.
1;1;1;Sandviçte eksik olan malzemeler dana jambon, dana sucuk, dana sosis, yumurta, zeytin ezmesi, beyaz peynir... Acuka marul ve kavurmayı etli soğuk sandviç diye yolladılar, sipariş vermeyin verdirmeyin...
10;10;10;Ütülü tostunu tavsiye ediyorum.
8;9;10;Bi tık geç gelmesine rağmen ütülü tost hala sıcak ve fazlsıyla lezzetliydi. Tavsiye ederim kesinlikle deneyin.
10;10;10;Bu zamana kadar yediğim en güzel burger buydu kesinlikle. Yemek hem hızlı geldi hem de sıcacıktı ve kuryeniz güler yüzlüydü. Herşey 10 numaraydı. Bundan sonraki yemek adresim sizsiniz. Elinize ve emeğinize sağlık.
10;10;10;Salata taze lezzetli. Sipariş hemen geldi çok teşekkürler sağlıklı kezzetli.
8;1;8;Koydukları plastik kabı açılmasın diye zimbalamislar, işe bakarken yiyecektim. Zımba parmağıma girdi. Uyarsalardi keşke, durduk yere bir sürü kanım aktı. Onun dışında lezzeti güzeldi.
10;10;10;Salata çok lezzetliydi. Mevsim sebzeleri içerisinde nane ve rokanın da olması çok iyi olmuş.
10;10;10;Salata malzemeledi çok tazeydi soslar da yanında gönderilmiş teşekkürler.
9;9;9;Gayet yerinde lezzeti.
9;9;9;Müko.
5;4;1;Asla bir daha sipariş vermem. Salata kotuydu, tavuğu yanmıştı. Ekmek de koymamislardi.
6;6;8;Soğuktu.
10;10;10;Hızlı ve sıcak geldi ayrıca çıtır tavuklar tam olması gerektiği gibiydi.
10;8;10;Hızlı geldi, alaturka tavuğu beğendim lezzeti yerinde. Ancak ekmek eklemiştim, unutulmuş.
9;9;9;Gayet iyi.
1;1;1;Çok kötüydü eskimiş salata tadintuzu sosu yok sezar salata değildi.
10;10;10;Herşey harkulade.
10;10;10;Şefin ellerine sağlık çok güzeldi ayrıca tatlı ikramı için teşekkürler.
8;8;1;Hicbir malzeme dogru degildi salata da.
8;8;7;Yemek porsiyonları doyurucu, ancak midemi bozduğunu düşünüyorum.
10;10;10;Salatalar çok lezzetli.
10;10;10;Sıcak ve hızlı geldi teşekkür ederiz.
9;9;9;Kuryeniz devlet e guler yuzu ve kibarligi icin tesekkurler.
10;10;10;Herşey mükemmeldi astoria nin en iyi restorantı teşekkürler..
10;10;10;Arkadaşlarima gönül rahatlığıyla tavsiye edebileceğim bir lezzet ellerinize sağlık.
10;10;10;Hızıyla lezzetiyle ve servisiyle herşey çok güzeldi teşekkürler:).
10;10;9;Sıcak, hızlı ve beklentiyi karşılayan.
8;8;8;Lezzetliydi.
10;10;10;Astoria avm nin bana göre en iyi restaurant o sizsiniz.
2;1;1;Yağ tüm poşete dökülmüş, her yeri temizlemek zorunda kaldım. Bir kahveciden bu salata gelmiş olsa lafım yoktu ama işi salata yapmak olan bir kurumdan daha iyi salata beklerdim.
10;10;10;Ercan bey sağolsun çok hızlı getirdi yemeği. Teşekkürler.
9;9;9;Oki.
10;10;10;Kurye arkadas cok kısa sürede getirdi, tavuk penne makarnakarı lezzetli.
10;10;9;Tek kelimeyle harika. 1 puanı kıymalı börekden kırdım, geri kalan hepsi çok güzeldi özellikle pastırmalı olan harika. Uzak olmasına rağmen baya hızlı geldi. Teşekkür ederim elinize sağlık.
10;10;10;Muhteşemsiniz.
7;7;8;Kenar istemiyorum dememe ragmen kenar geldi peynirli borekte.
8;8;8;Güzeldi elinize sağlık.
10;10;10;Tesekkurler kıymalı kalmayınca pastırmalı gönderdiler.
8;8;8;Lezzetli ama soğuk.
10;10;10;Börek efsaneydi. Tadı damağımızda kaldı. Herkese tavsiye ederim. Pek çok yerden aldık ancak bu kalite ve fiyatta başka börek yok. Ellerinize sağlık.
10;10;10;Çok hızlı geldi. Kahvaltılarımızın artık vazgeçilmezi oldu. Devamlı alıyoruz kalite hep yüksek maşallah. Hayırlı işler.
10;10;10;Hersey dört dörtlüktü.. Tebrik ederim..
10;10;10;Kıymalı adana böreği efsaneydi. Bundan daha iyisini hiç yemedim. Çokda hızlı geldi. Bahşişi hak etti kurye arkadaş. Teşekkürler.
5;5;1;Pastirmali boregin icinde pastirma goremedik, sadece cemen vs vardi. Standartlari yukseltti baska bir bilindik marka maalesef. Bu arada yapici bir elestiri de ekliyim: boregi koydugunuz kutu simsiyah, bu kutuyu beyaz yaparsaniz belki insanlarin istahi acilir bi nebze.
8;6;1;Kıymalısı çok kötüydü soğan böreği demek daha iyi olur ayrıca soğanlar pişmemişti peynirli istedik kaşarlı geldi fena değil ama yağı mide yakıyor.
9;9;9;Börek lezzetli muazzam kesinlikle herkesin tadina bakmasi lazim :).
10;10;10;Çok güzeldi.
4;8;1;Beğenmedim.
10;10;8;Güzel ve lezzetliydi. Tercih edilebilir.
10;10;10;Super hizli geldi. Servis şahaneydi. Ellerinize saglik. Fiyat performans olarak tavsiye ederim herkese..
10;10;10;Sıcak ve lezzetli. Teşekkürler, kurye arkadaşınıza ayrıca hızından dolayı teşekkürler.
10;10;10;Tadı damağımızda kaldi gercekten başarılı.
10;10;10;Böreğin lezzeti çok güzel hızlı geldi. Çok teşekkür ederim.
10;10;8;Börek kaliteli ama bir tık soğuktu. Elinize sağlık.
10;10;10;Çok lezzetliydi, teşekkürler, hızlıda geldi.
10;10;10;Lezzet tek kelime ile harika hızlı ve sıcak geldi.
7;9;10;Lezzetli.
10;10;10;Efsane adana börek bu olsa gerek. Çok lezzetliydi. Baklava dilimleri küçük yağ oranı tam kıvamındaydı. Kurye arkadaşınızda senpatikdi. Tam zamanında geldi. Öncesinde yediğim adana böreklerden çok üstündü. Elinize sağlık. Lezzetinzi bozmayın. Bundan sonra sizden çok sipariş gecerim.
10;10;10;Hem hızlı hem lezzetli. Zurna döner efsane.
10;10;10;Kurye mükemmel yemek de öyle.
10;10;10;Patso söyledik baya doldurmuşlardı ekmek tazeydi doyurucuydu hızlıda geldi ellerine sağlık.
10;10;10;Elinize kolunuza saglık cok güzel lezletli güvenerek sipariş verebilirsiniz.
8;8;8;Git gide düzeliyor tebrikler.
10;10;10;Notlar fazlasiyla dikkate aliniyor, malzemeleri cok bol ve cok sicak geliyor.. Lezzetleri hosuma gitti, tesekkurler.
10;7;10;Tam 17 dakikada geldi çok hızlıydı. Lezzet de aynı şekilde gayet iyiydi fakat içecek unutulmuş, pakete eklenmemişti.
10;10;7;Hız servis çok iyiydi kuryeci abiyi özenle seçmiş olduğunuz çok belli kibardı fakat biraz daha lezzetli olabilirdi iyi çalışmalar.
7;7;7;Fiyata göre güzeldi teşekkürler.
8;1;1;Siz. Bu işi yapmayın kardeşim yazık. Ya.
10;10;10;Uygun fiyat temiz lezzetli ve hizli servis icin tesekkurler.
10;1;1;Lezzeti çok kötüydü.
10;10;10;Pide çok lezzetliydi fiyatına göre harika.
10;10;10;Çok iyi.
1;3;4;1 saatten fazla surdu 1 tane durumdu gec kaldi paketleme kotu lezzet idare eder.
10;10;10;Döneri aşırı lezzetli, çok uzun zaman sonra bu kadar güzel tat aldım, teşekkürleer.
1;1;1;Olmamış.
10;10;10;Pişman olmazsınız çok iyi.
10;10;10;Mekanda yemiş kadar sıcak ve lezzetli tşkler.
10;10;10;Çok güzeldi herşeyiyle mükemmeldi başarılar.
10;10;10;Efsane tek kelimeyle bayıldım.
1;1;1;Kötü.
10;10;10;Pidede dönerde lahmacun da çok güzeldi.
7;3;7;Lahmacun lezzet fena değildi, ancak paketleme ve taşıma çok kötü. Yeşilliğin içindeki kırmızı lahananın suyu akmış bir lahmacunun yarısını ıslatmıştı. Biraz daha özen lütfen hem paketlerken hemde taşırken!
10;10;9;Servis çok hızlıydı. Lezzetliydi. Teşekkürler.
10;10;10;Lezzetli. Fiyatına göre çok iyi.
10;10;10;Gerçekten çok güzeldi ellerinize sağlık ve uygun fiyat sadece patates kızartması biraz soğuktu o kadar ama güzel.
10;10;10;Harika bir lezzet.
5;8;1;Tavuk döner sosu iyi ama tüm gün midem. Yandi.
9;9;10;Lahmacun ve adana dürümleri denedim gerçekten çok iyi. Özellikle lahmacunu mükemmel kuru da değil bazı yerlerde kuru oluyor. Ellerinize sağlık.
10;10;10;Güzel.
8;8;7;Hızlı ve sıcak servis.
9;9;9;İş yerine 2. Kez söylüyoruz hepsini çok beğendik.
10;10;10;Tesekkurler :).
7;7;7;Ayranın biri gelmedi lahmacunlar da soğuktu dikkat ederseniz sevinirim.
