Yorum,Duygu
Midye dolmalar cok cok kotuydu. Bayat kuru ve lezzetsizdi. Ancak baliklar guzeldi. Paketleme ozenli yapilmisti ve cok hizli getirdiler.,Olumlu
Kötüydü salata berbattı.,Olumsuz
"Kurye desen kötü ızgara istedim, kızarmış ve yanmış balık geldi.",Olumsuz
Tek kisilik salata inanılmaz kücük.,Olumlu
Midye jumbo siparişi vermiştim en küçük boy geldi balıkta deniz ürünü istemiştim ancak kültür balığı geldi.,Notr
Elinize saglık.,Olumlu
Çorbanızda büyük balık parçaları yoktu :(ama çoook sıcak geldi. Bu soğuk günlerde içimizi ısıttığınız için teşekkürler. Hamsi ızgara ve deniz levreği de muhteşemdi kocaman kalp :).,Olumlu
On numara beş yıldızdi herşey bizim bolgemizden sorumlu olmadiklari halde ac kalmayalim diye sagolsunlar kabul ettiler siparişi.,Olumlu
Çok güzeldi notlara dikkat ediyorlar.,Olumlu
Bu karda siparis getirmeniz harikaydı teşekkürler taze idi tavsiye ederim.,Olumlu
Hamsi tava taze değildi güveçte karides hiç güzel değil di maalesef kendinizi geliştirmeniz gerek.,Notr
"Hamsi kuşu siparişi verdik kötü kokuyordu miktarı az, arkalı önlü değil sadece açılmış hamsi şeklindeydi ve kılçıkları iyi çıkarılmamıştı. Bir daha tercih etmiycez. Tek teşekkür kuryeye. Karda kışta hiç bekletmeden getirdi siparişimizi.",Olumsuz
Karda kışda bölgede restorant olarak tek açık sizdiniz hizmetinizden dolayı teşekkürler herşey harikaydi soğuk hava olmasına rağmen sıcak çantayla geldi tavsiye ederim herkese kıymet bilmek lazım.,Olumlu
Balığın gövde kısmında bir yer zehir gibiydi. Sanırım içini iyi temizleyememişler.,Olumlu
Gayet güzeldi ellerinize sağlık birde balıklar gerçekten temiz yıkanmış ki yerken o deniz kokusunu almadım bundan sonra favoriler arasında yerinizi aldınız.,Olumlu
"Geçen gün su eksik gelmişti tedarik edememiştik, bu seferde de şalgam suyu eksik geldi tedarik edilene kadar misafirim yemeğini yedi.",Notr
Yoğurlu meze söyledik 3 tane ağzımıza bile süremedik ekşimişti karides güveç söyledik karides kızartma gibi bi şey geldi soğansız salata söyledik soğanlı geldi asla ödediğimiz paraya deymedi aldığımız şeyler çöp oldu.,Notr
Sipariş gayet hızlı geldi. Hamsiler iri ve lezzetliydi.,Olumlu
Balık güzeldi hızlıve sıcaktı.,Olumlu
Balık çok güzeldi hızlı ve sıcaktı.,Olumlu
Tşkelr.,Olumlu
"Cok guzeldi, elinize saglık.",Olumlu
Balık çorbası ve hamsi tava istedim ikiside birbirinden kötüydü asla tavsiye etmiyorum.,Olumsuz
Çok güzel beğendim teşekkür ederim hemde hızlı teslimat.,Olumlu
Ellerinize sağlık çok lezzetliydi.,Olumlu
Barbun yenmeyecek şekilde bayattı.,Notr
Hızlı teslimat için çok teşekkür ederim.,Olumlu
Servis de lezzet de aldığı paranın hakkını kesinlikle vermiyor!,Notr
"Soğumuştu, ambalaj vasat. Balık ekmeği incecik kağıda sarıp yanına soğuk içecekleri koyup bir poşette taşınırsa ehhh soğumaması imkansızdı. İçerik idare eder. Kocaman ekmeğe gore balık miktarı orantısız olmuştu. Vodafone indirimi oldugu için belki de..",Olumlu
"Elinize sağlık, etler çok iyi pişmişti.",Olumlu
15 dakika gibi bir sürede teslim edildi. Sıcak ve lezzetliydi.,Olumlu
Kurye kağıdın üzerinde yazmasına rağmen yanlış sipariş getirdi böyle sorumsuzlukmu olur kağıtta döner yazıyodu adamın getirdiği ise çorbaydı hiçmi bakmıyorsunuz kağıtlara bir daha böyle olursa sipariş filan vermem.,Notr
Güzeldi memnun kaldık.,Olumlu
Gerçekten en içten şekilde söylüyorum çok hızlı ve sıcak geldi üstüne içeriği dolu dolu geldi inşallah böyle devam edersiniz elinize sağlık.,Olumlu
Yemekte sıkıntı yoktu gayet güzel fakat yanlış adrese teslim edilmeseydi daha iyidi keşke kuryeniz verirken isim sorsaymış teslim ettiğiniz adreste oturan kişiler bana ulaşıp onlar getirdi siparişi kuryenizi uyarırsanız başka kişilerle muhattap olmak zorunda kalmayız teşekkür ederiz.,Olumlu
"Tadı çok iyiydi, notlara dikkat etmeleri çok iyi. Elinize sağlık.",Olumlu
Her şey iyiydi.,Olumlu
İkidir ketçap mayonez olsun diyorum ama ikidir olmuyor.,Olumlu
Bu soğuk da yemek gelmiş karnımız doy muş... Geç geldi diye şikayet eden taş olur..,Olumlu
Gecikti aşırı sekilde.,Olumsuz
Tam zamanında ve eksiksiz olarak geldi. Ekmek biraz yumuşak olsaydı iyi olurdu. Teşekkürler.,Olumlu
Kurye. Yemekler super.. Kuscu..,Olumlu
... S olan arkadaş kötü kötü diyip 100 tane sipariş niye veriyor anlamadım madem veriyon hakkını ver :) 10 10 10 verdim kurye puanlaması olsa 1 verirdim biraz rahat bi arkadaş.,Olumlu
İdare eder.,Notr
Cok iyisinizde.. Biraz erken acin su yemekseptini 12 cok gec.,Olumlu
İdare eder.,Notr
İdare eder.,Notr
İdare eder.,Notr
Yaklaşık 1 saatte anca ulaştı. Gayet sıcaktı lakin lezzeti önceki siparişlerimden daha farklıydı ve mideme dokundu. Islak mendil yoktu.,Notr
Dönerlerden biri soslu biri sossuz istemiştik ama ikiside sossuz gelmişti.,Notr
Buz gibi.,Olumsuz
Zile inadına durmadan basan genç bir arkadsş kuryeci sanırım kapıda hazır olda durmamızı bekliyor.,Olumlu
"Turşu koyulmasını istemememe rağmen koyulmuştu ve soğuktu. Sıcaklık konusu özellikle ilk defa yaşadım, umarım ilk ve son olur :).",Olumlu
Tam 5 dakika da geldi siparişim. Sürekli yediğim bi yer. Harika.,Olumlu
Aşırı kötü.,Olumsuz
Vasat.,Olumsuz
Ellerinize sağlık teşekkür ederim.,Olumlu
Guzeldi. Kuscu begendi..,Olumlu
"Motorcu çok mütevazi, sıcakkanlı bir insandı üstelik yemeği de çok hızlı getirdi. 100.",Olumlu
Çok geç geldi ve telefon ettim kötü konuştular.,Olumsuz
Salatalık turşusu gelmemişti. Onun dışında güzeldi.,Olumlu
Siparişm geldiğinde tatlı dökülmüş ayranın olduğu posete neyseki ayranla profiterolu aldı gütürdü yenisini getirmek için ve dürümü içeceksiz yedim dürümde buz gibiydi hamur olmuş tadı çok kötüydü ve duble söyledim küçücük dürüm geldi bozmussunuz bida asla siprs vermicm.,Olumsuz
İçindeki malzemeyi azaltmaya başlamışiçine koyduğu şiş küçüktü daha öncekine göre.,Olumlu
Gerçekten harika bi adana dürüm.,Olumlu
Daha önce çok farklı dürümcü sedat şubelerinden sipariş verdim ve hepsinden çok memnun kalmıştım. Ama bu çok kötüydü. Bambaşka bir yerden sipariş etmişim gibi hissettirdi.,Olumsuz
Sevgilim buranın bağımlısı sürekli burdan dürüm yiyor bana da tavsiye etti denedim lezzetliydi tadı baya iyi ama servisi çok kötü özensiz ama tadı için yenir.,Notr
Ciğer siparişi vermiştim sanki kömür yiyordum eti hep yanık ti yiyemedim ilk ve son siparişim oldu.,Olumsuz
Birinde sogan cıktı siparişe net bakılmamıs.,Olumlu
Berbat.,Olumsuz
Yıllardır sipariş verdiğim yer. Son zamanlarda gitgide porsiyonlar küçüldü..,Olumlu
On numara beş yıldız.,Olumlu
Begenmedim.,Olumsuz
Soğuk ve kola eksik geldi sipariş de istediğim gibi değildi.,Olumsuz
Geç ve soğuk geldi.,Olumsuz
Adamlar işi biliyor. Hıza inanmayan arkadaşlar 9 dakikada geldi 100 puan olsa 100 puan verirdim kusursuz iyiler.,Olumlu
Çok geç geldi.,Olumsuz
İçeceğim gelmemişti. Lezzette diğer şubelere göre biraz daha düşüktü. Yine de emeğinize sağlık.,Notr
 paket servis on numara.,Olumlu
Hızlısınız.,Olumlu
Adamsınız.,Olumlu
Hayatımda gördüğüm en kötü karışık kebaptı hiç koymasaydınız daha iyi ben kendimde kebapçıyım 52. 50 lira para ödedim ama şüpelendim nasıl bu kadar ucuz olabilir diye sonucunu gelince gördüm rezelattti.,Olumsuz
Süper ellerine emeklerine sağlık çok teşekkürler.,Olumlu
Gelen adana dürümler çok sert ve tadı hiç yoktu.,Olumlu
2 sefer siparis verdim istedigimin disinda urun geldi... 0 yoktu... 12 tl olan di 6 lira olan geldi.,Olumsuz
1 puan hakediyorsunuz asla spariş vermem.,Olumsuz
Coca cola şekersiz istemedim ancak şekersiz olarak geldi.,Olumlu
Güzeldi.,Olumlu
Yediğim en güzel waffle idi ve taner bey çok hızlı getirdiğiniz için teşekkür ederim.,Olumlu
Ben hayatımda bukadar kötü birşey yemedim köri soslu tavuk konusunda çok kötüsünüz.,Olumsuz
Yemek çok kötüydü zaten baya gecikti makarna servis ediliyordu onun yerine sormadan pilav göndermişler.,Olumsuz
Siparişim yanlış geldi.,Olumsuz
Daha iyiydi ama lezzeti düşmüş.,Olumlu
Kaşık çatal koyulmamıştı. Ezogelin çorbası çok güzeldi. Bonfile de gayet iyiydi ama notlara bakılmamıştı. Az pişmiş istemiştik dikkate alınmamış.,Olumlu
Dolu dolu bir siparis bonfile soyledim gr yazmiyordu ama bildigin kocaman et geldi yanindaki makarnada enfesti ve cok hizli geldi tesekkurler.,Olumlu
"Waffle lezzetli, içeriği dolu dolu, servis başarılı ve hızlı. Plastik tabakla ve köpükle sarılı geldi. Başarılı bir paket. Tek önerim waffle tabağını plastik yapıyorsanız araya bir karton koymanız ya da başka bir çözüm bulmanız. Bıçakla waffleı keserken tabak da kesiliyor ve akıyor.",Olumlu
Lütfan sıcak gelsin ve burger içine turşu koymayın yoksa geri gönderirim.,Olumlu
Bu saatte bile getiren kurye arkadaşa teşekkürler.,Olumlu
Soğuk geldi set yoktu makarna pişmemiş gibiydi çokbsert di.,Notr
Meyveli soda unutulup getirilmemisti. Arayip istemedim tek soda için onemsemedim. Ama dikkat edilmesi gerek.,Olumlu
Hepsi devrilmiş bir şekilde geldi rezalet.,Olumsuz
Yedidğim en güzel waffle dı teşekkürler.,Olumlu
Gel geldi ama haber verildi yağmurdan dolayı diye haber verildiği surecede sorun değil açlıktan ölmedikya.,Olumlu
Sufleler hep akmıstı kabından ilk siparism daha guzeldi 2. Hic guzel degildi.,Olumlu
Waffle mükemmel.,Olumlu
Tavuk çok tuzluydu yan ürünlerden çok az koyulmuştu kori soslu tavuk da.,Notr
Sipariş 1 saatten fazla sürede geldi.,Notr
Soguk ve kotu.,Olumsuz
Kesinlikle tavsiye ediyorum paketlenmesinden tut herşeyine güzel yapıyorlar köri soslu tavuk ve fajita harika.,Olumlu
"2 saatte geldi, çeltik kebabı ılıktı yenilebilir durumdaydı ama eti az pişmişti. Ne çatal ne ekmek ne yeşillik hiçbirşey yoktu yanında.",Notr
Başarılı.,Olumlu
Güzel.,Olumlu
Mükemmel...,Olumlu
Antep sofrası. Temiz lezzetli ama posiyonların miktarı bana hep değişiyormuş gibi geliyor. Belki ben yanılıyorumdur. Elinize emeğinize sağlık. Allah bereket versin.,Olumlu
Ustasının elleri dert görmesin.,Olumlu
Herşey çok güzeldi sadece biraz mezesi yetmedi.,Olumlu
On numara lezzet pideleriniz çok güzel ellerinize sağlık.,Olumlu
Teşekkür ederim.,Olumlu
Bağımlı olduk.,Olumlu
Lahmacunu çok iyiydi ama katmeri beğenmedim. Kurye arkadaş da zamanında geldi. Genel olarak iyi bir deneyimdi.,Olumlu
Her şey çok güzeldi elinize sağlık.,Olumlu
Bu bölgenin en iyisi teşekkürler.,Olumlu
Çok güzel lezzetli.,Olumlu
Daha iyi olamaz di emeğinize sağlık.,Olumlu
"Lahmacunlar küçük, fiyatla düşününce normal dedim. Ama 5 lahmacun için yollanan menüdeki ezme, salata miktarına bakınca dediğim tek şey ayıptır. 1 küçük kap içine 1 kaşık konulmuş. Hiç verme daha iyi. Kalabalık göstereceğim menüyü diye alay etmek...",Notr
"Lezzetliydi, ikramlar gerçekten güzeldi teşekkürler.",Olumlu
Porsiyonlar küçülmüş.,Olumlu
Notuma dikkat edilmemisti.,Notr
Tadı damağımızda kaldı teşekkür ederiz.,Olumlu
"Sipariş vereli 2 saat oldu ancak hl elime ulaşmış değil, bunu görün de buradan sipariş vermeyin diye yazıyorum. Yürüyerek gelip alsam ve geri dönsem 2 saatte çoktan yemiş olurdum yemeğimi. Beceremiyorsanız yapmayın bu işi.",Olumsuz
Teşekkürler güzeldi.,Olumlu
Ellerinize sağlık.,Olumlu
Ufacık geldi paketleme sıfır.,Olumsuz
"Bana göre sadece biraz tuz eksiği var, gerisi güzel.",Olumlu
Künefe biraz yanmıştı ve çıtır değildi tşklr.,Olumlu
Gayet başarılı.,Olumlu
Lezzetli.,Olumlu
Çok kötü.,Olumsuz
"Özellikle 8 lahmacun için 4 lahmacun mezesi gelmesin diye belirtsem de 3 lahmacun soylesem sanırım yine bu kadar meze gelirdi. İlk defa mezelerin posete dokuldugunu gordum, peceteler falan salata olmustu. Aslinda jelatine de sarilmisti ama neden bu kadar dökülmüş anlayamadım, cok sallanmis olmalı.",Notr
Lahmacunlar yağ içinde yüzmüyor. Pide ve lahmacunu bu çevrede daha iyisini yapan yok.,Olumlu
Post cihazı kırıldığı beyan edilmiş olupbu şikayet daha öncede olduğu halde düzeltilmiş...,Olumlu
Beğenmedim.,Olumsuz
Tesekkur ederim ilgi alaka yardim icin cok sagolun.,Olumlu
Gayet iyiydi.,Olumlu
İdare eder.,Notr
Lezzet hız mükemmeldi. İç malzemeside doluydu ilk defa sipariş verdim gayet hoşuma gitti. Fiyatıda güzel extra malzeme istedim onuda koymuşlar. Ayrıca paketlemeside diğer firmalara göre daha özenliydi ve kaliteli malzeme kullanmışlar özenle paketlemişler salla gitsin yapmamışlardı. Tşk ederim.,Olumlu
Gayet güzel ve lezzetli idi ama birazda sıcak olsa daha iyi olur sanki.,Olumlu
Güzeldi. Teşekkürler.,Olumlu
"Çok beğendim, teşekkürler.",Olumlu
"Çekmeköy de yeni keşfettiğim bi yer ufak bi aksaklığı çok nazik bi şekilde telafi ettiler, paketleme, lezzet herşey mükemmeldi 10/10.",Olumlu
Çok iyidi. Teşekkürler.,Olumlu
Tantuni açısından güzeldi elimize sağlık fakat midye tavayı biraz daha pişirmenizde fayda var :).,Olumlu
Sipariş vermekmi bir daha asla.,Olumsuz
Çok hızlı geldi.,Olumlu
Tantuni gerçekten çok başarısızdı. Ekmek parça parça geldi. Tavuk taneleri sote gibi iri iriydi tantuni tantuni değildi arkadaşlar.,Notr
"Ellerinize, emeğinize sağlık. Özenli paketleme, sıcacık ve lezzetli ürünler... Teşekkür ederim. Hayırlı bol kazançlar diliyorum.",Olumlu
"Her şey harikaydı, teşekkürler.",Olumlu
2 dır aynı motorcu geliyo ve herdefasinda hatayla ilk geldiğinde post makinasını unutmuş ikincisinde para üzerini miktarıyla yazdığım halde para üstü getirmemiş. Onun haricinde sıkıntı yok ürünler gayet lezzetliydi.,Notr
Tantunilerin eti çok azdı ve etler içinde sinirler vardı. Daha iyi olmalı.,Olumlu
Super mutlu oldum.,Olumlu
Soğuk geldi.,Olumlu
1 saat bekle ve başka açık resturant kalmadığı için aç kal ben kötü miyde tava gordum ama bu kadar kötüsünü gormedim simyisah yanmış bence midye işini birakin.,Olumsuz
Süperdi.,Olumlu
Kuryenin samimyeti dışında her şey berbattı.,Olumsuz
Elinize sağlık.,Olumlu
"Normalde bir paket içeriğinde 1 ad kola gözükürken, 4 siparişimde 2 adet cola geldi.",Notr
15 dakika gecikecek denen vakitten bile 30 dakika geç geldi. Doğal olarak buz gibi yedik sağolsunlar.,Olumsuz
Midye nin tadı güzeldi fakat çok soğuktu.,Olumlu
Güzeldi.,Olumlu
Adana kebap siparil vermiştim onun olay yanında ki pilavı ama pilavı koymamışlardı.,Notr
Lezzetliydi.,Olumlu
Ürün yarım porsiyona eşdegerdi 4 adet yuvarlak kıyma vardı birde içinde insört vardı acılı ezme ücretsiz diye baktım poşetin içine ama bulamadım koymamak çok ayıp.,Notr
Etler pişmemiş ti direk paketi çöpe atmak zorunda kaldık başka yerden sipariş verdik diyecek kelime bulamiyorum.,Olumsuz
Thanks.,Olumlu
Günün menüsü diyorsunuz birtane çorba birtane ne olduğu belli olmayan tadı tuzu olmayan yemek gönderiyosunuz. Menüde salata var salatanın yerine pilav gönderiyosunuz. Galiba salatanın maliyeti daha fazla pilav hazır gönderelim zahmete girmeyelim demişsiniz.,Olumsuz
Elinize sağlık.,Olumlu
1 saatte geldi. Onun dışında iyiydi.,Olumlu
"Hız servis güzelde yanlız sadece ekmek yedik desek ayıp olmaz herhalde içine atılan döner çok az tadını zor aldık, yedikten sonra ağzımızda sadece somon ekmeği tadı kaldı.",Olumlu
"Tavuk resmen kokuyordu. Bir de gramaj olarak o kadar dusuksunuz ki 0 puan olsa, onu dahi verirdim..",Olumsuz
Bu kadar kötü yapacağınıza fiyatı artırın daha iyi yapın.,Notr
"1, 5 saat sonra geldi ama güler yüzlü insanlar fakat geçin geçi geldik döner yani normal.",Olumsuz
Tadına lafım yok ama servis 0 pismemeis köfte konulan şeye servis yapılmış peçete islak mendil çatal hak getire ama lezzetli.,Notr
Lezzetinden tut servisine hızına kadar herşey 10 numara.,Olumlu
Çok geç geldi soğukdu.,Olumsuz
Uzun zamandır burdan alıyorum porsiyonu bol ve lezzetli.,Olumlu
Çok kötüydü ve soğuktu.,Olumsuz
Ketçap mayonez turşu yok yazdım hepsinde turşu vardı yarısına da ketçap mayonez koyulmuştuhiçbirinde soğan yoktu(olsun dememe rağmen) onun dışında güzel.,Notr
Pilav yerine saman getirmişler bir kaşık alıp bıraktık acayip kötü bir deneyim oldu daha da söylemem.,Olumsuz
İstedimiz gibi güzel tavsiye ederim.,Olumlu
Durumun icinde tavuk az ve yag kikirdak oldukca fazla midemi bozdu döner.,Notr
Dönerler soğuk geldi.,Olumlu
İyii.,Olumlu
Ayranı eksik yollamışsınız.,Notr
Valla ne iyi ne kötü ortalama diyebilirim.,Olumlu
Fena değildi ama herşeyi yavaştı.,Olumsuz
Yağ oranı cok fazla ve buz gibi geldi.,Notr
Güzeldi.,Olumlu
Soğuk geldi ama tadı güzeldi.,Olumlu
Harika ürün kurye harika.,Olumlu
Tavuk döner sadece yağ idi tavuğun eti yoktu malesef.,Notr
Yoğunluğun en az olduğu zaman bile 3 sokak öteye 40 dkda getiremiyorsanız sıkıntı var demektir. Kesinlikle bir daha sipariş vermeyeceğim.,Olumsuz
1 saatte gelen buz gibi yemek dürümün içindekş yağ bile donmuştu yarısını yiyemedim.,Olumsuz
"Joker indiriminden dolayı 1, 5saatte anca geldi. Normal zamanda hız konusunu bilmiyorum.",Olumsuz
Çok güzeldi elinize sağlık hava yağmurlu olmasına rağmen çok hızlı geldi.,Olumlu
Lezzetli.,Olumlu
Öncelikle 2 lahmacunu da beğenmedim ama asıl mesele ortalama 8-9 lira olan lahmacunu 14 liraya çıkarıp 10. 5 liradan indirimli diye satmak. Yoğun olduğum için ne yazık ki alelacele sipariş verip fiyat ayrıntısına pek dikkat edemedim. Müşteriyi bir kez aldatırsınız. Sonradan zararlı çıkan siz olursuz.,Notr
"Sipariş geçtiğim ali nazik kebabı , resimde görüldüğü gibi alakasız bir ürün geldi yapılan görüşmeler sonucu , ne yemek sepetim, nede siparişin yapıldığı yer yanlış, veya kusurlu gelen ürünlerin arkasında ciddi bir duruş sergilemiyor boşa ödediğiniz para ve aç kalmanız cabası.",Olumsuz
Güzeldi tavsiye ederim afiyet olsun.,Olumlu
Güzel.,Olumlu
Bakın ben bu siparişi cuma günü vermistim isyerin yoğunluktan yorumumu bugun yapıyorum size sukadar diyebilir gerek bolluk gwrek lezzet gerek ise zamanlama ve hızda daha böylesine denk gelmedim yani bence 10 yıldız deil daha fazlasını hakediyorlar çok teşekkür ederim gerçekten harkuladesiniz.,Olumlu
Tavuk sis cok lezzetliydi ve porsiyon olarak cok yeterliydi.,Olumlu
"Sürekli sipariş verdiğim yer, gayet lezzetli. Ancak bu defa hem çorbayı salata vb konmalık metal kaseye konulması (ofiste mikrodalgaya atamadım) hem de çorba için ekmek/pide ya da limon olmaması hoş olmadı. Yoğunluktandır diye umut ediyorum. Ama bu durum bir daha sipariş vermeme engel değil.",Olumlu
